productkey,orderdatekey,duedatekey,shipdatekey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount
595,20220622,20220704,20220629,17815,1,98,SO60651,308.22,564.99
485,20220622,20220704,20220629,17815,1,98,SO60651,8.22,21.98
478,20220622,20220704,20220629,17815,1,98,SO60651,3.74,9.99
477,20220622,20220704,20220629,17815,1,98,SO60651,1.87,4.99
489,20220622,20220704,20220629,17815,1,98,SO60651,41.57,53.99
463,20220622,20220704,20220629,17815,1,98,SO60651,9.16,24.49
480,20220622,20220704,20220629,11225,1,100,SO60652,0.86,2.29
540,20220622,20220704,20220629,16870,1,19,SO60653,12.19,32.6
529,20220622,20220704,20220629,25422,1,100,SO60654,1.49,3.99
540,20220622,20220704,20220629,25422,1,100,SO60654,12.19,32.6
214,20220622,20220704,20220629,25422,1,100,SO60654,13.09,34.99
529,20220622,20220704,20220629,24965,1,100,SO60655,1.49,3.99
540,20220622,20220704,20220629,24965,1,100,SO60655,12.19,32.6
217,20220622,20220704,20220629,24965,1,100,SO60655,13.09,34.99
536,20220622,20220704,20220629,23817,1,100,SO60656,11.22,29.99
478,20220622,20220704,20220629,23258,1,100,SO60657,3.74,9.99
477,20220622,20220704,20220629,23258,1,100,SO60657,1.87,4.99
477,20220622,20220704,20220629,21245,1,100,SO60658,1.87,4.99
478,20220622,20220704,20220629,21245,1,100,SO60658,3.74,9.99
484,20220622,20220704,20220629,21245,1,100,SO60658,2.97,7.95
478,20220622,20220704,20220629,14724,1,19,SO60659,3.74,9.99
477,20220622,20220704,20220629,14724,1,19,SO60659,1.87,4.99
480,20220622,20220704,20220629,14724,1,19,SO60659,0.86,2.29
528,20220622,20220704,20220629,23245,1,19,SO60660,1.87,4.99
214,20220622,20220704,20220629,23245,1,19,SO60660,13.09,34.99
528,20220622,20220704,20220629,15403,1,100,SO60661,1.87,4.99
214,20220622,20220704,20220629,15403,1,100,SO60661,13.09,34.99
485,20220622,20220704,20220629,15277,1,100,SO60662,8.22,21.98
478,20220622,20220704,20220629,15277,1,100,SO60662,3.74,9.99
477,20220622,20220704,20220629,15277,1,100,SO60662,1.87,4.99
214,20220622,20220704,20220629,15277,1,100,SO60662,13.09,34.99
465,20220622,20220704,20220629,15277,1,100,SO60662,9.16,24.49
535,20220622,20220704,20220629,14989,1,100,SO60663,9.35,24.99
528,20220622,20220704,20220629,14989,1,100,SO60663,1.87,4.99
480,20220622,20220704,20220629,14989,2,100,SO60663,0.86,2.29
485,20220622,20220704,20220629,14805,1,100,SO60664,8.22,21.98
487,20220622,20220704,20220629,14805,1,100,SO60664,20.57,54.99
463,20220622,20220704,20220629,14805,1,100,SO60664,9.16,24.49
537,20220622,20220704,20220629,13819,1,100,SO60665,13.09,35
537,20220622,20220704,20220629,29372,1,100,SO60666,13.09,35
528,20220622,20220704,20220629,29372,1,100,SO60666,1.87,4.99
529,20220622,20220704,20220629,17935,1,100,SO60667,1.49,3.99
539,20220622,20220704,20220629,17935,1,100,SO60667,9.35,24.99
214,20220622,20220704,20220629,17935,1,100,SO60667,13.09,34.99
529,20220622,20220704,20220629,19495,1,100,SO60668,1.49,3.99
214,20220622,20220704,20220629,19495,1,100,SO60668,13.09,34.99
541,20220622,20220704,20220629,23761,1,100,SO60669,10.84,28.99
530,20220622,20220704,20220629,23761,1,100,SO60669,1.87,4.99
217,20220622,20220704,20220629,23761,1,100,SO60669,13.09,34.99
530,20220622,20220704,20220629,12799,1,100,SO60670,1.87,4.99
217,20220622,20220704,20220629,12799,1,100,SO60670,13.09,34.99
537,20220622,20220704,20220629,11279,1,100,SO60671,13.09,35
528,20220622,20220704,20220629,11279,1,100,SO60671,1.87,4.99
480,20220622,20220704,20220629,11279,1,100,SO60671,0.86,2.29
537,20220622,20220704,20220629,13756,1,19,SO60672,13.09,35
528,20220622,20220704,20220629,13756,1,19,SO60672,1.87,4.99
214,20220622,20220704,20220629,13756,1,19,SO60672,13.09,34.99
467,20220622,20220704,20220629,13756,1,19,SO60672,9.16,24.49
537,20220622,20220704,20220629,12097,1,19,SO60673,13.09,35
485,20220622,20220704,20220629,12097,1,19,SO60673,8.22,21.98
528,20220622,20220704,20220629,14567,1,19,SO60674,1.87,4.99
537,20220622,20220704,20220629,14567,1,19,SO60674,13.09,35
480,20220622,20220704,20220629,14567,2,19,SO60674,0.86,2.29
484,20220622,20220704,20220629,14567,1,19,SO60674,2.97,7.95
537,20220622,20220704,20220629,12204,1,100,SO60675,13.09,35
528,20220622,20220704,20220629,12204,1,100,SO60675,1.87,4.99
485,20220622,20220704,20220629,12204,1,100,SO60675,8.22,21.98
222,20220622,20220704,20220629,12204,1,100,SO60675,13.09,34.99
485,20220622,20220704,20220629,16012,1,19,SO60676,8.22,21.98
480,20220622,20220704,20220629,16012,1,19,SO60676,0.86,2.29
485,20220622,20220704,20220629,17483,1,19,SO60677,8.22,21.98
480,20220622,20220704,20220629,17483,2,19,SO60677,0.86,2.29
484,20220622,20220704,20220629,17483,1,19,SO60677,2.97,7.95
231,20220622,20220704,20220629,12278,1,100,SO60678,38.49,49.99
594,20220622,20220704,20220629,19657,1,100,SO60679,308.22,564.99
535,20220622,20220704,20220629,19657,1,100,SO60679,9.35,24.99
528,20220622,20220704,20220629,19657,1,100,SO60679,1.87,4.99
480,20220622,20220704,20220629,19657,2,100,SO60679,0.86,2.29
486,20220622,20220704,20220629,19657,1,100,SO60679,59.47,159
363,20220622,20220704,20220629,13978,1,100,SO60680,"1,251.98",2294.99
485,20220622,20220704,20220629,13978,1,100,SO60680,8.22,21.98
478,20220622,20220704,20220629,13978,1,100,SO60680,3.74,9.99
477,20220622,20220704,20220629,13978,1,100,SO60680,1.87,4.99
363,20220622,20220704,20220629,13999,2,100,SO60681,"1,251.98",2294.99
353,20220622,20220704,20220629,11777,1,100,SO60682,"1,265.62",2319.99
478,20220622,20220704,20220629,11777,1,100,SO60682,3.74,9.99
477,20220622,20220704,20220629,11777,1,100,SO60682,1.87,4.99
480,20220622,20220704,20220629,11777,1,100,SO60682,0.86,2.29
378,20220622,20220704,20220629,19951,1,6,SO60683,"1,554.95",2443.35
583,20220622,20220704,20220629,23408,1,6,SO60684,"1,082.51",1700.99
231,20220622,20220704,20220629,23408,1,6,SO60684,38.49,49.99
463,20220622,20220704,20220629,23408,1,6,SO60684,9.16,24.49
376,20220622,20220704,20220629,20227,1,6,SO60685,"1,554.95",2443.35
540,20220622,20220704,20220629,20227,1,6,SO60685,12.19,32.6
376,20220622,20220704,20220629,19979,1,6,SO60686,"1,554.95",2443.35
477,20220622,20220704,20220629,19979,1,6,SO60686,1.87,4.99
479,20220622,20220704,20220629,19979,1,6,SO60686,3.36,8.99
487,20220622,20220704,20220629,19979,1,6,SO60686,20.57,54.99
388,20220622,20220704,20220629,25037,1,6,SO60687,713.08,1120.49
490,20220622,20220704,20220629,25037,1,6,SO60687,41.57,53.99
569,20220622,20220704,20220629,29011,1,100,SO60688,461.44,742.35
479,20220622,20220704,20220629,29011,1,100,SO60688,3.36,8.99
477,20220622,20220704,20220629,29011,1,100,SO60688,1.87,4.99
566,20220622,20220704,20220629,26546,1,100,SO60689,461.44,742.35
541,20220622,20220704,20220629,26546,1,100,SO60689,10.84,28.99
530,20220622,20220704,20220629,26546,1,100,SO60689,1.87,4.99
578,20220622,20220704,20220629,25412,1,100,SO60690,755.15,1214.85
225,20220622,20220704,20220629,25412,1,100,SO60690,6.92,8.99
481,20220622,20220704,20220629,25401,2,100,SO60691,3.36,8.99
563,20220622,20220704,20220629,25401,1,100,SO60691,"1,481.94",2384.07
605,20220622,20220704,20220629,17669,1,100,SO60692,343.65,539.99
538,20220622,20220704,20220629,17669,1,100,SO60692,8.04,21.49
529,20220622,20220704,20220629,17669,1,100,SO60692,1.49,3.99
214,20220622,20220704,20220629,17669,1,100,SO60692,13.09,34.99
467,20220622,20220704,20220629,17669,1,100,SO60692,9.16,24.49
584,20220622,20220704,20220629,22294,1,100,SO60693,343.65,539.99
529,20220622,20220704,20220629,22294,1,100,SO60693,1.49,3.99
538,20220622,20220704,20220629,22294,1,100,SO60693,8.04,21.49
217,20220622,20220704,20220629,22294,1,100,SO60693,13.09,34.99
228,20220622,20220704,20220629,22294,1,100,SO60693,38.49,49.99
384,20220622,20220704,20220629,19113,1,19,SO60694,713.08,1120.49
529,20220622,20220704,20220629,19113,1,19,SO60694,1.49,3.99
539,20220622,20220704,20220629,19113,1,19,SO60694,9.35,24.99
222,20220622,20220704,20220629,19113,1,19,SO60694,13.09,34.99
580,20220622,20220704,20220629,17464,1,100,SO60695,"1,082.51",1700.99
539,20220622,20220704,20220629,17464,1,100,SO60695,9.35,24.99
234,20220622,20220704,20220629,17464,1,100,SO60695,38.49,49.99
225,20220622,20220704,20220629,17464,1,100,SO60695,6.92,8.99
581,20220622,20220704,20220629,20673,1,100,SO60696,"1,082.51",1700.99
489,20220622,20220704,20220629,20673,1,100,SO60696,41.57,53.99
587,20220623,20220705,20220630,17065,1,6,SO60697,419.78,769.49
476,20220623,20220705,20220630,17065,1,6,SO60697,26.18,69.99
357,20220623,20220705,20220630,13592,1,100,SO60698,"1,265.62",2319.99
214,20220623,20220705,20220630,13592,1,100,SO60698,13.09,34.99
479,20220623,20220705,20220630,11142,1,19,SO60699,3.36,8.99
477,20220623,20220705,20220630,11142,1,19,SO60699,1.87,4.99
487,20220623,20220705,20220630,11142,1,19,SO60699,20.57,54.99
228,20220623,20220705,20220630,11814,1,100,SO60700,38.49,49.99
225,20220623,20220705,20220630,11814,1,100,SO60700,6.92,8.99
535,20220623,20220705,20220630,12351,1,6,SO60701,9.35,24.99
528,20220623,20220705,20220630,12351,1,6,SO60701,1.87,4.99
473,20220623,20220705,20220630,12351,1,6,SO60701,23.75,63.5
590,20220623,20220705,20220630,17094,1,98,SO60702,419.78,769.49
237,20220623,20220705,20220630,17094,1,98,SO60702,38.49,49.99
587,20220623,20220705,20220630,15661,1,98,SO60703,419.78,769.49
528,20220623,20220705,20220630,15661,1,98,SO60703,1.87,4.99
536,20220623,20220705,20220630,15661,1,98,SO60703,11.22,29.99
222,20220623,20220705,20220630,15661,1,98,SO60703,13.09,34.99
529,20220623,20220705,20220630,11192,1,100,SO60704,1.49,3.99
222,20220623,20220705,20220630,11192,1,100,SO60704,13.09,34.99
529,20220623,20220705,20220630,11260,1,100,SO60705,1.49,3.99
222,20220623,20220705,20220630,11260,1,100,SO60705,13.09,34.99
535,20220623,20220705,20220630,26346,1,100,SO60706,9.35,24.99
528,20220623,20220705,20220630,26346,1,100,SO60706,1.87,4.99
217,20220623,20220705,20220630,26346,1,100,SO60706,13.09,34.99
538,20220623,20220705,20220630,27030,1,100,SO60707,8.04,21.49
530,20220623,20220705,20220630,26702,1,100,SO60708,1.87,4.99
541,20220623,20220705,20220630,26702,1,100,SO60708,10.84,28.99
214,20220623,20220705,20220630,26702,1,100,SO60708,13.09,34.99
536,20220623,20220705,20220630,23483,1,100,SO60709,11.22,29.99
480,20220623,20220705,20220630,23483,2,100,SO60709,0.86,2.29
535,20220623,20220705,20220630,25843,1,100,SO60710,9.35,24.99
480,20220623,20220705,20220630,25843,1,100,SO60710,0.86,2.29
536,20220623,20220705,20220630,22361,1,100,SO60711,11.22,29.99
528,20220623,20220705,20220630,22361,1,100,SO60711,1.87,4.99
478,20220623,20220705,20220630,16964,1,19,SO60712,3.74,9.99
477,20220623,20220705,20220630,16964,1,19,SO60712,1.87,4.99
475,20220623,20220705,20220630,19805,1,100,SO60713,26.18,69.99
478,20220623,20220705,20220630,20464,1,100,SO60714,3.74,9.99
477,20220623,20220705,20220630,20464,1,100,SO60714,1.87,4.99
484,20220623,20220705,20220630,20464,1,100,SO60714,2.97,7.95
477,20220623,20220705,20220630,12147,1,19,SO60715,1.87,4.99
225,20220623,20220705,20220630,12147,1,19,SO60715,6.92,8.99
528,20220623,20220705,20220630,15505,1,100,SO60716,1.87,4.99
480,20220623,20220705,20220630,15505,2,100,SO60716,0.86,2.29
477,20220623,20220705,20220630,16242,1,100,SO60717,1.87,4.99
480,20220623,20220705,20220630,16242,2,100,SO60717,0.86,2.29
540,20220623,20220705,20220630,15681,1,98,SO60718,12.19,32.6
529,20220623,20220705,20220630,15681,1,98,SO60718,1.49,3.99
217,20220623,20220705,20220630,15681,1,98,SO60718,13.09,34.99
475,20220623,20220705,20220630,28545,1,100,SO60719,26.18,69.99
489,20220623,20220705,20220630,28545,1,100,SO60719,41.57,53.99
225,20220623,20220705,20220630,28545,1,100,SO60719,6.92,8.99
489,20220623,20220705,20220630,26367,1,100,SO60720,41.57,53.99
467,20220623,20220705,20220630,26367,1,100,SO60720,9.16,24.49
538,20220623,20220705,20220630,21058,1,100,SO60721,8.04,21.49
529,20220623,20220705,20220630,21058,1,100,SO60721,1.49,3.99
225,20220623,20220705,20220630,21058,1,100,SO60721,6.92,8.99
217,20220623,20220705,20220630,21058,1,100,SO60721,13.09,34.99
529,20220623,20220705,20220630,24556,1,100,SO60722,1.49,3.99
480,20220623,20220705,20220630,24556,1,100,SO60722,0.86,2.29
529,20220623,20220705,20220630,24543,1,100,SO60723,1.49,3.99
228,20220623,20220705,20220630,24543,1,100,SO60723,38.49,49.99
530,20220623,20220705,20220630,16591,1,98,SO60724,1.87,4.99
530,20220623,20220705,20220630,13566,1,100,SO60725,1.87,4.99
225,20220623,20220705,20220630,13566,1,100,SO60725,6.92,8.99
537,20220623,20220705,20220630,14574,1,19,SO60726,13.09,35
528,20220623,20220705,20220630,14574,1,19,SO60726,1.87,4.99
485,20220623,20220705,20220630,14574,1,19,SO60726,8.22,21.98
480,20220623,20220705,20220630,14574,1,19,SO60726,0.86,2.29
485,20220623,20220705,20220630,12797,1,100,SO60727,8.22,21.98
214,20220623,20220705,20220630,12797,1,100,SO60727,13.09,34.99
489,20220623,20220705,20220630,11407,1,100,SO60728,41.57,53.99
590,20220623,20220705,20220630,14495,2,100,SO60729,419.78,769.49
476,20220623,20220705,20220630,14495,1,100,SO60729,26.18,69.99
587,20220623,20220705,20220630,14565,1,100,SO60730,419.78,769.49
217,20220623,20220705,20220630,14565,1,100,SO60730,13.09,34.99
588,20220623,20220705,20220630,14386,1,100,SO60731,419.78,769.49
476,20220623,20220705,20220630,14386,1,100,SO60731,26.18,69.99
491,20220623,20220705,20220630,14386,1,100,SO60731,41.57,53.99
465,20220623,20220705,20220630,14386,1,100,SO60731,9.16,24.49
594,20220623,20220705,20220630,15893,1,100,SO60732,308.22,564.99
485,20220623,20220705,20220630,15893,1,100,SO60732,8.22,21.98
225,20220623,20220705,20220630,15893,1,100,SO60732,6.92,8.99
231,20220623,20220705,20220630,15893,1,100,SO60732,38.49,49.99
361,20220623,20220705,20220630,13977,1,100,SO60733,"1,251.98",2294.99
528,20220623,20220705,20220630,13977,1,100,SO60733,1.87,4.99
537,20220623,20220705,20220630,13977,1,100,SO60733,13.09,35
480,20220623,20220705,20220630,13977,1,100,SO60733,0.86,2.29
484,20220623,20220705,20220630,13977,1,100,SO60733,2.97,7.95
355,20220623,20220705,20220630,13658,1,100,SO60734,"1,265.62",2319.99
485,20220623,20220705,20220630,13658,1,100,SO60734,8.22,21.98
480,20220623,20220705,20220630,13658,1,100,SO60734,0.86,2.29
359,20220623,20220705,20220630,11779,1,100,SO60735,"1,251.98",2294.99
353,20220623,20220705,20220630,14290,1,100,SO60736,"1,265.62",2319.99
485,20220623,20220705,20220630,14290,1,100,SO60736,8.22,21.98
222,20220623,20220705,20220630,14290,1,100,SO60736,13.09,34.99
569,20220623,20220705,20220630,14929,1,98,SO60737,461.44,742.35
570,20220623,20220705,20220630,14947,1,98,SO60738,461.44,742.35
541,20220623,20220705,20220630,14947,1,98,SO60738,10.84,28.99
225,20220623,20220705,20220630,14947,1,98,SO60738,6.92,8.99
530,20220623,20220705,20220630,14947,1,98,SO60738,1.87,4.99
579,20220623,20220705,20220630,18626,1,100,SO60739,755.15,1214.85
228,20220623,20220705,20220630,18626,1,100,SO60739,38.49,49.99
463,20220623,20220705,20220630,18626,1,100,SO60739,9.16,24.49
577,20220623,20220705,20220630,19311,1,100,SO60740,755.15,1214.85
214,20220623,20220705,20220630,19311,1,100,SO60740,13.09,34.99
589,20220623,20220705,20220630,11134,1,6,SO60741,419.78,769.49
376,20220623,20220705,20220630,20238,1,6,SO60742,"1,554.95",2443.35
374,20220623,20220705,20220630,19959,1,6,SO60743,"1,554.95",2443.35
222,20220623,20220705,20220630,19959,1,6,SO60743,13.09,34.99
604,20220623,20220705,20220630,28324,1,6,SO60744,343.65,539.99
479,20220623,20220705,20220630,28324,1,6,SO60744,3.36,8.99
606,20220623,20220705,20220630,22411,1,6,SO60745,343.65,539.99
477,20220623,20220705,20220630,22411,1,6,SO60745,1.87,4.99
479,20220623,20220705,20220630,22411,1,6,SO60745,3.36,8.99
217,20220623,20220705,20220630,22411,1,6,SO60745,13.09,34.99
606,20220623,20220705,20220630,27354,1,6,SO60746,343.65,539.99
561,20220623,20220705,20220630,11108,1,6,SO60747,"1,481.94",2384.07
222,20220623,20220705,20220630,11108,1,6,SO60747,13.09,34.99
568,20220623,20220705,20220630,26581,1,100,SO60748,461.44,742.35
225,20220623,20220705,20220630,26581,1,100,SO60748,6.92,8.99
225,20220623,20220705,20220630,26600,1,100,SO60749,6.92,8.99
572,20220623,20220705,20220630,26600,1,100,SO60749,461.44,742.35
569,20220623,20220705,20220630,26608,1,100,SO60750,461.44,742.35
479,20220623,20220705,20220630,26608,1,100,SO60750,3.36,8.99
477,20220623,20220705,20220630,26608,1,100,SO60750,1.87,4.99
489,20220623,20220705,20220630,26608,1,100,SO60750,41.57,53.99
569,20220623,20220705,20220630,26513,1,100,SO60751,461.44,742.35
222,20220623,20220705,20220630,26513,1,100,SO60751,13.09,34.99
562,20220623,20220705,20220630,25623,1,100,SO60752,"1,481.94",2384.07
479,20220623,20220705,20220630,25623,1,100,SO60752,3.36,8.99
477,20220623,20220705,20220630,25623,1,100,SO60752,1.87,4.99
605,20220623,20220705,20220630,22295,1,100,SO60753,343.65,539.99
538,20220623,20220705,20220630,22295,1,100,SO60753,8.04,21.49
529,20220623,20220705,20220630,22295,1,100,SO60753,1.49,3.99
217,20220623,20220705,20220630,22295,1,100,SO60753,13.09,34.99
386,20220623,20220705,20220630,20194,1,100,SO60754,713.08,1120.49
488,20220623,20220705,20220630,20194,1,100,SO60754,41.57,53.99
388,20220623,20220705,20220630,20197,1,100,SO60755,713.08,1120.49
539,20220623,20220705,20220630,20197,1,100,SO60755,9.35,24.99
390,20220623,20220705,20220630,20291,1,100,SO60756,713.08,1120.49
539,20220623,20220705,20220630,20291,1,100,SO60756,9.35,24.99
529,20220623,20220705,20220630,20291,1,100,SO60756,1.49,3.99
480,20220623,20220705,20220630,20291,1,100,SO60756,0.86,2.29
605,20220623,20220705,20220630,22644,1,100,SO60757,343.65,539.99
473,20220623,20220705,20220630,22644,1,100,SO60757,23.75,63.5
606,20220623,20220705,20220630,26866,2,98,SO60758,343.65,539.99
529,20220623,20220705,20220630,26866,1,98,SO60758,1.49,3.99
538,20220623,20220705,20220630,26866,1,98,SO60758,8.04,21.49
234,20220623,20220705,20220630,26866,1,98,SO60758,38.49,49.99
606,20220623,20220705,20220630,26890,1,98,SO60759,343.65,539.99
477,20220623,20220705,20220630,26890,1,98,SO60759,1.87,4.99
479,20220623,20220705,20220630,26890,1,98,SO60759,3.36,8.99
217,20220623,20220705,20220630,26890,1,98,SO60759,13.09,34.99
573,20220623,20220705,20220630,25734,1,100,SO60760,"1,481.94",2384.07
577,20220623,20220705,20220630,14218,1,6,SO60761,755.15,1214.85
541,20220623,20220705,20220630,14218,1,6,SO60761,10.84,28.99
530,20220623,20220705,20220630,14218,1,6,SO60761,1.87,4.99
214,20220623,20220705,20220630,14218,1,6,SO60761,13.09,34.99
566,20220623,20220705,20220630,14012,1,6,SO60762,461.44,742.35
222,20220623,20220705,20220630,14012,1,6,SO60762,13.09,34.99
568,20220623,20220705,20220630,14287,2,6,SO60763,461.44,742.35
562,20220623,20220705,20220630,11080,1,6,SO60764,"1,481.94",2384.07
222,20220623,20220705,20220630,11080,1,6,SO60764,13.09,34.99
231,20220623,20220705,20220630,11080,1,6,SO60764,38.49,49.99
363,20220624,20220706,20220701,14713,1,100,SO60765,"1,251.98",2294.99
478,20220624,20220706,20220701,14713,1,100,SO60765,3.74,9.99
357,20220624,20220706,20220701,12473,1,98,SO60766,"1,265.62",2319.99
478,20220624,20220706,20220701,12473,1,98,SO60766,3.74,9.99
359,20220624,20220706,20220701,12332,1,100,SO60767,"1,251.98",2294.99
478,20220624,20220706,20220701,12332,1,100,SO60767,3.74,9.99
477,20220624,20220706,20220701,12332,1,100,SO60767,1.87,4.99
539,20220624,20220706,20220701,14860,1,6,SO60768,9.35,24.99
480,20220624,20220706,20220701,14860,1,6,SO60768,0.86,2.29
478,20220624,20220706,20220701,15235,1,6,SO60769,3.74,9.99
487,20220624,20220706,20220701,15235,1,6,SO60769,20.57,54.99
484,20220624,20220706,20220701,15235,1,6,SO60769,2.97,7.95
478,20220624,20220706,20220701,24267,1,6,SO60770,3.74,9.99
477,20220624,20220706,20220701,24267,1,6,SO60770,1.87,4.99
484,20220624,20220706,20220701,24267,1,6,SO60770,2.97,7.95
237,20220624,20220706,20220701,11366,1,6,SO60771,38.49,49.99
484,20220624,20220706,20220701,11121,1,6,SO60772,2.97,7.95
374,20220624,20220706,20220701,24852,1,98,SO60773,"1,554.95",2443.35
479,20220624,20220706,20220701,24852,1,98,SO60773,3.36,8.99
477,20220624,20220706,20220701,24852,1,98,SO60773,1.87,4.99
583,20220624,20220706,20220701,25307,1,100,SO60774,"1,082.51",1700.99
237,20220624,20220706,20220701,25307,1,100,SO60774,38.49,49.99
225,20220624,20220706,20220701,25307,1,100,SO60774,6.92,8.99
597,20220624,20220706,20220701,17795,1,98,SO60775,294.58,539.99
587,20220624,20220706,20220701,13836,1,100,SO60776,419.78,769.49
536,20220624,20220706,20220701,13836,1,100,SO60776,11.22,29.99
480,20220624,20220706,20220701,13836,1,100,SO60776,0.86,2.29
589,20220624,20220706,20220701,16562,1,98,SO60777,419.78,769.49
234,20220624,20220706,20220701,16562,1,98,SO60777,38.49,49.99
541,20220624,20220706,20220701,26804,1,100,SO60778,10.84,28.99
530,20220624,20220706,20220701,26804,1,100,SO60778,1.87,4.99
480,20220624,20220706,20220701,26804,1,100,SO60778,0.86,2.29
484,20220624,20220706,20220701,26804,1,100,SO60778,2.97,7.95
528,20220624,20220706,20220701,11203,1,19,SO60779,1.87,4.99
535,20220624,20220706,20220701,11203,1,19,SO60779,9.35,24.99
480,20220624,20220706,20220701,11203,2,19,SO60779,0.86,2.29
483,20220624,20220706,20220701,11203,1,19,SO60779,44.88,120
467,20220624,20220706,20220701,19801,1,19,SO60780,9.16,24.49
540,20220624,20220706,20220701,19801,1,19,SO60780,12.19,32.6
529,20220624,20220706,20220701,25069,1,100,SO60781,1.49,3.99
540,20220624,20220706,20220701,25069,1,100,SO60781,12.19,32.6
217,20220624,20220706,20220701,25069,1,100,SO60781,13.09,34.99
540,20220624,20220706,20220701,24262,1,100,SO60782,12.19,32.6
529,20220624,20220706,20220701,24262,1,100,SO60782,1.49,3.99
480,20220624,20220706,20220701,24262,1,100,SO60782,0.86,2.29
536,20220624,20220706,20220701,23065,1,100,SO60783,11.22,29.99
528,20220624,20220706,20220701,23065,1,100,SO60783,1.87,4.99
222,20220624,20220706,20220701,23065,1,100,SO60783,13.09,34.99
528,20220624,20220706,20220701,18506,1,19,SO60784,1.87,4.99
536,20220624,20220706,20220701,18506,1,19,SO60784,11.22,29.99
214,20220624,20220706,20220701,18506,1,19,SO60784,13.09,34.99
528,20220624,20220706,20220701,22192,1,100,SO60785,1.87,4.99
536,20220624,20220706,20220701,22192,1,100,SO60785,11.22,29.99
234,20220624,20220706,20220701,22192,1,100,SO60785,38.49,49.99
478,20220624,20220706,20220701,21413,1,100,SO60786,3.74,9.99
477,20220624,20220706,20220701,21413,1,100,SO60786,1.87,4.99
477,20220624,20220706,20220701,21317,1,100,SO60787,1.87,4.99
478,20220624,20220706,20220701,21317,1,100,SO60787,3.74,9.99
214,20220624,20220706,20220701,21317,1,100,SO60787,13.09,34.99
228,20220624,20220706,20220701,21317,1,100,SO60787,38.49,49.99
225,20220624,20220706,20220701,21317,1,100,SO60787,6.92,8.99
478,20220624,20220706,20220701,21451,1,100,SO60788,3.74,9.99
225,20220624,20220706,20220701,21451,1,100,SO60788,6.92,8.99
477,20220624,20220706,20220701,21451,1,100,SO60788,1.87,4.99
476,20220624,20220706,20220701,19669,1,100,SO60789,26.18,69.99
225,20220624,20220706,20220701,19669,1,100,SO60789,6.92,8.99
477,20220624,20220706,20220701,17426,1,100,SO60790,1.87,4.99
477,20220624,20220706,20220701,16875,1,100,SO60791,1.87,4.99
222,20220624,20220706,20220701,16875,1,100,SO60791,13.09,34.99
225,20220624,20220706,20220701,17177,1,100,SO60792,6.92,8.99
477,20220624,20220706,20220701,17177,1,100,SO60792,1.87,4.99
528,20220624,20220706,20220701,15895,1,100,SO60793,1.87,4.99
485,20220624,20220706,20220701,15895,1,100,SO60793,8.22,21.98
217,20220624,20220706,20220701,15895,1,100,SO60793,13.09,34.99
485,20220624,20220706,20220701,14444,1,100,SO60794,8.22,21.98
225,20220624,20220706,20220701,14444,1,100,SO60794,6.92,8.99
485,20220624,20220706,20220701,13749,1,100,SO60795,8.22,21.98
485,20220624,20220706,20220701,13761,1,100,SO60796,8.22,21.98
465,20220624,20220706,20220701,13761,1,100,SO60796,9.16,24.49
536,20220624,20220706,20220701,21074,1,98,SO60797,11.22,29.99
528,20220624,20220706,20220701,21074,1,98,SO60797,1.87,4.99
482,20220624,20220706,20220701,21074,1,98,SO60797,3.36,8.99
477,20220624,20220706,20220701,22310,1,100,SO60798,1.87,4.99
217,20220624,20220706,20220701,22310,1,100,SO60798,13.09,34.99
488,20220624,20220706,20220701,22310,1,100,SO60798,41.57,53.99
529,20220624,20220706,20220701,23601,1,100,SO60799,1.49,3.99
480,20220624,20220706,20220701,23601,1,100,SO60799,0.86,2.29
528,20220624,20220706,20220701,23613,1,98,SO60800,1.87,4.99
536,20220624,20220706,20220701,23613,1,98,SO60800,11.22,29.99
477,20220624,20220706,20220701,22507,1,100,SO60801,1.87,4.99
217,20220624,20220706,20220701,22507,1,100,SO60801,13.09,34.99
225,20220624,20220706,20220701,22507,1,100,SO60801,6.92,8.99
529,20220624,20220706,20220701,24547,1,100,SO60802,1.49,3.99
214,20220624,20220706,20220701,24547,1,100,SO60802,13.09,34.99
541,20220624,20220706,20220701,26419,1,100,SO60803,10.84,28.99
530,20220624,20220706,20220701,26419,1,100,SO60803,1.87,4.99
541,20220624,20220706,20220701,29424,1,100,SO60804,10.84,28.99
530,20220624,20220706,20220701,29424,1,100,SO60804,1.87,4.99
530,20220624,20220706,20220701,27941,1,100,SO60805,1.87,4.99
480,20220624,20220706,20220701,27941,1,100,SO60805,0.86,2.29
484,20220624,20220706,20220701,27941,1,100,SO60805,2.97,7.95
537,20220624,20220706,20220701,11514,1,100,SO60806,13.09,35
528,20220624,20220706,20220701,11514,1,100,SO60806,1.87,4.99
528,20220624,20220706,20220701,15402,1,19,SO60807,1.87,4.99
537,20220624,20220706,20220701,15402,1,19,SO60807,13.09,35
217,20220624,20220706,20220701,15402,1,19,SO60807,13.09,34.99
225,20220624,20220706,20220701,12537,1,100,SO60808,6.92,8.99
234,20220624,20220706,20220701,12377,1,100,SO60809,38.49,49.99
378,20220624,20220706,20220701,22996,1,19,SO60810,"1,554.95",2443.35
479,20220624,20220706,20220701,22996,1,19,SO60810,3.36,8.99
477,20220624,20220706,20220701,22996,1,19,SO60810,1.87,4.99
